,Buyer,Average Purchase Price
3240,Ss Auto Sales Detailing Limited,96.15
3241,Ss Auto Sales Inc,37.696666666666665
3242,St Albert Chrysler Dodge Jeep Ram Limited,114.15
3243,St Atanas Inc,106.07
3244,St Charles Motors,65.675
3245,St Croix Auto,106.67148148148148
3246,St Croix Auto Limited,75.63076923076922
3247,St Denis Fine Cars Inc,88.20666666666666
3248,St James Volkswagen,86.318
3249,St Laurent Automotive Group Jag Lr Volvo,96.0
3250,St Lawrence Limited,95.82
3251,St Mark Auto Trades Inc,108.27
3252,St-Bruno Volkswagen - 9956000 Canada Ltee,114.11666666666667
3253,St-Georges Ford,102.02833333333332
3254,St-Jerome Auto Depot Inc,97.91983606557378
3255,St-Jérome Auto Dépôt Inc,99.97272727272728
3256,St-Leonard Toyota,92.655
3257,St-Nicolas Volkswagen,89.31
3258,Stampede Toyota,91.951
3259,Starks Motorsports,168.67000000000004
3260,Start N Go Auto Limited,76.56
3261,Starwest Ventures Inc - Starwest Motorcars,101.67
3262,State Street Truck Stop Inc,100.39
3263,Stateline Auto Group Inc,111.27
3264,Station 9 Inc,208.485
3265,Ste Foy Hyundai - 2333-2224 Quebec Inc,104.57166666666666
3266,Ste Foy Nissan Inc,135.77090909090907
3267,Ste-Anne Auto,99.306
3268,Ste-Foy Mitsubishi - 9210-4934 Quebec Inc,104.41
3269,Ste-Marie Automobiles Ltee,104.20383333333334
3270,Ste-Marie Automobiles Ltee Chevrolet Buick Gmc Corvette,98.87181818181818
3271,Steel Brothers Inc,86.14
3272,Steel Rose Auto Sales Limited,155.87
3273,Steele Chev Buic Gmc Cadillac,100.55499999999998
3274,Steele Chev Saint John,102.735
3275,Steele Chevrolet Buick Gmc Cadillac,95.61428571428571
3276,Steele Gmc Buick Fredericton,85.72
3277,Steele Honda,80.975
3278,Steele Mazda St Johns,106.78
3279,Steele Valley Chevrolet Gmc Buick,151.12500000000003
3280,Steeltown Ford Sales 1980 Limited,87.0025
3281,Sterling Auto Traders Inc,102.23
3282,Steve Landry Auto,109.71333333333332
3283,Stockie Chrysler Dodge Jeep Ram Limited,98.41
3284,Stone Bridge Auto Inc,96.25647058823527
3285,Stoney Trail Mazda,108.6
3286,Stop 23 Auto Sales Limited,96.22
3287,Stormys Car Sales Automotive Centre,101.3486206896552
3288,Stp Auto Sales,89.11833333333335
3289,Strader Motor Sales Limited,91.8
3290,Straight Line Auto Sales,170.4933333333333
3291,Strait Way Auto Sales 2017 Inc,74.47999999999999
3292,Strategic Dealership Solutions Inc,111.61
3293,Stratford Nissan - 1000208180 Ontario Inc,105.18173076923078
3294,Streamline Auto,99.2878947368421
3295,Strictly European Motors Limited,166.23
3296,Style Auto,101.16722222222222
3297,Style Auto - 9052-5585 Quebec Inc,100.40493333333332
3298,Subaru Of Hamilton - Ham S Auto Lp,111.64371428571428
3299,Subaru Of Sudbury,109.744
3300,Subaru Rive-Nord - 9369-3521 Quebec Inc,104.77
3301,Subaru St Hyacinthe,84.975
3302,Suhirddeep Singh,32.46
3303,Sukhi Bath Motors,89.21291666666666
3304,Summerland Motors,161.6233333333333
3305,Summerside Chrysler,91.2353125
3306,Summerside Chrysler Dodge 1984 Limited,157.09
3307,Summit Auto Brokers Inc,114.3775
3308,Summit Auto Corp,83.295
3309,Summit Ford,104.39
3310,Sun Auto Inc,85.67178571428572
3311,Sundance Chevrolet Inc,94.3754347826087
3312,Sunet Hd Auto Sale Winnipeg Limited,107.18
3313,Sunmax Advanced Services Inc,100.51333333333334
3314,Sunmax Motors,96.96333333333332
3315,Sunrise Ford Sales Limited,57.63
3316,Sunset Motors 2004,81.495
3317,Sunshine Coast Chevrolet Buick Gmc,132.46333333333334
3318,Super Daves Auto Sales,87.24787878787879
3319,Super Daves Auto Sales - Buying Account,96.7728
3320,Superb Auto Sales Inc,86.99571428571429
3321,Superior Auto Group Inc,95.955
3322,Superior Auto Sales,170.52
3323,Superline Cars Sales Limited,133.6277777777778
3324,Superstar Motors,106.36
3325,Supreme Gallery,108.67083333333332
3326,Surplus D Autos Prestige Inc,149.42
3327,Surrcars Auto Group Inc,75.4425
3328,Sv Auto Group Limited,104.12923076923076
3329,Sweetheart Motors,354.065
3330,Swift Auto,87.23444444444445
3331,Swipe My Ride Inc,82.54333333333334
3332,Sydney Mazda,81.3525
3333,Syllabus Auto Sales,104.11444444444444
3334,Syri Auto Limited,74.58000000000001
3335,T And V Auto Sales Inc,118.85200000000002
3336,T Kennedy Auto Sales,94.25
3337,T P Automotive,83.36
3338,Tahoe Services,82.46
3339,Taj Auto,25.727500000000003
3340,Takro Canada Inc,238.715
3341,Tala Auto Select Inc,100.595
3342,Tangible Valuables,170.39
3343,Tantalus Auto Sales Limited,67.292
3344,Tantramar Chevrolet,101.6
3345,Tantramar Chevrolet Buick Gmc 2009 Limited,117.47
3346,Target Auto Centre,51.50181818181818
3347,Taylor Auto Mall Chev Buick Gmc,107.58
3348,Taz Auto,221.36666666666667
3349,Tdot Car Sales Limited,54.11
3350,Team Auto Sales,116.38888888888889
3351,Team Chrysler Jeep Dodge,92.895
3352,Tec Motors Inc,24.286
3353,Tech-Auto,133.34
3354,Temis Chevrolet Buick Gmc Ltee,106.78
3355,Terminal Motors,90.33
3356,Terrace Ford Lincoln Sales Inc,100.11
3357,Tf Autobody,88.43
3358,Tfk Autos Inc,168.95
3359,Thayabeh Auto Inc,72.905
3360,The 6Ix Autoline,500.0
3361,The Approval Guys,94.21999999999998
3362,The Auto King Inc,242.59
3363,The Auto Store Inc,260.502
3364,The Automax Centre,107.51875
3365,The Brown Boys Inc,93.26
3366,The Car Boys Inc,105.008
3367,The Car Guy Inc,104.97
3368,The Car Line,119.64363636363638
3369,The Car Lot Etc Incorporated,88.61399999999999
3370,The Car Shop,106.88
3371,The Car Shoppe,76.04434782608695
3372,The Car Store On Main Inc,121.2
3373,The Car Studio,112.66
3374,The Cars Near Cost Company,100.7309523809524
3375,The Chop Shop Cycle,63.5
3376,The Cleaning Pros,161.76
3377,The Collection Of Fine Cars Inc,74.71
3378,The Geto Auto Sales,208.97
3379,The Leasing Company,78.94999999999999
3380,The Loan Arrangerdealer Partners Group,91.09666666666666
3381,The Motor Broker,141.704
3382,The Padda Auto Sales Limited,88.79
3383,The Truck Guy Sales,90.63571428571429
3384,The Used Car Depot Inc,105.75
3385,The Used Car Factory,91.03
3386,The Used Car Factory - Brad Bailey Limited,109.96
3387,The Wheel Deal,221.58666666666667
3388,Theo Motors,115.50333333333332
3389,Thetford Chrysler Jeep Dodge Ram,96.1075
3390,Thibault Chevrolet Buick Cadillac Gmc De Rouyn-Noranda Ltee,99.91
3391,Thibault Chrysler Dodge Jeep Ram,102.53714285714284
3392,Thomas Hyundai,101.175
3393,Thor Motors Orillia 1978 Limited,104.1725
3394,Thunder Bay Used Car Superstore Limited,86.04285714285713
3395,Tida Autos,104.02333333333333
3396,Tigris Automotive Inc,107.6353846153846
3397,Timberlea Tire,169.358
3398,Timeless Cars Inc,65.138
3399,Tip Top Auto Shop Inc,107.7911475409836
3400,Tip Top Automobiles,137.61
3401,Titan Automotive Group,89.816
3402,Titanium Auto,91.46
3403,Titanium Autogroup Limited,102.3309090909091
3404,Titanium Autowerks Sales,377.57
3405,Titanium Ford,109.198
3406,Titus Will Ford Sales Inc,95.285
3407,Tjey Auto Group,92.84666666666668
3408,Tm Auto Sales,120.77
3409,Tm-Rides,146.978
3410,Tm-Rides Limited,89.7
3411,Tms Motors,47.13
3412,Tonautonet,89.49666666666667
3413,Tony Graham Autoedge Limited,98.07333333333334
3414,Tony Graham Kanata Toyota,109.74166666666666
3415,Tonys Auto Mart Inc,152.835
3416,Top Alpine Auto,150.10454545454547
3417,Top Dollar Auto Buyers,120.556875
3418,Top Dollar Auto Buyers Limited,101.17
3419,Top Gear Motors Llc - Washington,127.69227272727272
3420,Top Notch Auto Sales Inc,174.02
3421,Top Quality Auto Sales,238.51666666666665
3422,Top Ride Auto Sales,345.42333333333335
3423,Top Speed Auto Sales Inc,146.3175
3424,Top Speed Inc,90.445
3425,Topbillin Auto Sales,77.02
3426,Topdeal Auto Group Limited,94.60625
3427,Topgear Auto,227.52666666666667
3428,Toplane Auto Group,128.16193548387096
3429,Topshelf Automotive Incorporated,95.826
3430,Toro Auto Sales,181.09
3431,Toronto Auto Broker,98.8
3432,Toronto Auto Depot Limited,64.87
3433,Toronto Auto Group,134.85217391304346
3434,Toronto Auto Group - New Liskeard,93.45619047619049
3435,Toronto Auto Group - Sudbury,94.40255319148936
3436,Toronto Autohaus Limited,153.39
3437,Toronto Best Auto,93.394
3438,Toronto Car Experts,82.94000000000001
3439,Toronto Car Sales Auto Services,88.80428571428571
3440,Toronto Honda,104.9685
3441,Toronto Kia,140.21666666666667
3442,Toronto Quality Autozone,147.21
3443,Torque Auto Limited,130.795
3444,Torro Automotive,118.565
3445,Total Auto Sales,87.39750000000001
3446,Toutes Les Marques Chicoutimi,105.31
3447,Tower Chrysler Dodge Jeep Ram,115.4382608695652
3448,Town And Country Automotive - M P Correia Enterprises Inc,91.135
3449,Towne Auto Group Ford,113.02
3450,Toyota De Boucherville,113.49041666666665
3451,Toyota Gabriel St-Laurent,105.48
3452,Toyota Gatineau - 177786 Canada Inc,108.84564102564102
3453,Toyz Vehicules Recreatifs,103.48
3454,Tq Motors Limited,122.3
3455,Trade Save Auto,106.065
3456,Trade Cars Direct Limited,114.73333333333332
3457,Traderev Motors Inc,82.97500000000001
3458,Trail Motors,115.47
3459,Transcanada Auto Brokerage Services,121.69
3460,Transport Canada White Inc,500.0
3461,Trevors Auto Limited Hyundai,104.61111111111111
3462,Tri-Town Car Wash,96.105
3463,Tribrook Auto Sales,172.94333333333336
3464,Tricity Mitsubishi,91.67
3465,Trimaxx Auto,192.9
3466,Trinity Auto Brokers,84.19999999999999
3467,Trinity Car Sales Inc - Oakville Used Car Superstore,115.35
3468,Triomphe Auto,180.248
3469,Triple E Sales,91.705
3470,Tristan Auto Sales Limited,93.12
3471,Troys Toys,107.74133333333334
3472,Trucksport Inc,108.36
3473,True Blue Auto Limited,178.17
3474,Truro Nissan Limited,89.27428571428572
3475,Trust Auto Sales Superwin Auto Centre Limited,113.82
3476,Trust Auto Surrey,140.05
3477,Trustdrive Automotive,105.3
3478,Ts Autos,130.04533333333333
3479,Tung Fat Motors,54.48333333333333
3480,Turbolux Auto Inc,51.385
3481,Turgeon Motors,268.54
3482,Turpin Dealership Limited - Turpin Kia,109.35636363636364
3483,Tvg International,82.16
3484,Tw Auto Sales,86.69
3485,Twin Motors Limited,104.1775
3486,Twk International Inc,49.83
3487,Two Guys Quality Cars Inc,87.10333333333334
3488,Two Wheel Motorsport Inc,104.81
3489,Tyras Group Inc,54.38
3490,U Drive Car Rental Limited,93.235
3491,Uc Auto Limited,102.502
3492,Ultimax Auto,92.87
3493,Une Simple Voiture,122.46
3494,Uniacke Motors Limited,126.82
3495,Unique Auto Collection,127.71999999999998
3496,Unique Chrysler Dodge Jeep Limited,94.864375
3497,Unique Prospect Ventures Inc,118.36
3498,United Car Sales Inc,70.4725
3499,United-Camc Autos Intl Inc,95.41
3500,Universal Auto Trade,207.04
3501,Uppal Associates,105.88
3502,Uptown Auto Sales Limited,213.5233333333333
3503,Urban Auto Group,77.48
3504,Urban Auto Of London,95.1
3505,Used Car Depot Inc,183.20125
3506,Utility Auto Sales,246.65
3507,Utopia Auto Sales Towing Inc,49.2395238095238
3508,Uz-Bec,100.69636363636364
3509,V I N Trading Inc,106.27681818181816
3510,Vac Auto Sales,81.90299999999999
3511,Valley Ford Limited,101.4916129032258
3512,Valleyfield Volkswagen,86.13
3513,Van Dam Auto Sales Inc,85.5925
3514,Vanak Motors,171.145
3515,Vancouver Auto Liquidation Center Limited,93.84666666666664
3516,Vancouver Pre-Owned,101.88
3517,Vancouver Pre-Owned Superstore,126.5936842105263
3518,Vantage Motors Yyc,151.365
3519,Vardys Bus Service,331.64
3520,Vars Auto Sales Limited,110.44
3521,Vault Motors,114.07040404040404
3522,Vc Cars,36.3225
3523,Vc Flex,170.925
3524,Vc Motors Limited,106.0
3525,Vectra Auto Sales Limited,99.89
3526,Vehicle Direct Inc,95.72
3527,Vehicle Finance Solutions,98.22
3528,Vehicle Fleet Solutions Inc,75.63153846153847
3529,Vehicules Electriques Simon Andre,99.175
3530,Vehicules Illimites C B Inc,500.0
3531,Veloce Automotive,174.3
3532,Veloce Motors,72.025
3533,Vendde,103.02454545454545
3534,Vente D Autos Automac Inc,96.94333333333331
3535,Vente Dauto Famille Svetina,117.14456521739132
3536,Vente Dauto Montreal,67.82
3537,Vente Dautos H Gregoire Rive Sud,92.84625
3538,Venture Auto,97.30857142857144
3539,Venture Auto Sales Inc,56.96444444444445
3540,Veracity Motors,481.1
3541,Verma Motors Inc,87.58999999999999
3542,Vernon Nissan,118.42175
3543,Vernon Nissan - Vernon Titanium Autogroup Limited,120.73326530612246
3544,Vernon Titanium Autogroup Limited,79.77
3545,Versatile Group Inc,455.17
3546,Vib Motors Limited,93.46
3547,Vickar Chevrolet,98.18562500000002
3548,Vickar Community Chevrolet Limited,96.255
3549,Victory Lane Auto,119.875
3550,Victory Lane Trailer Auto Limited,85.66
3551,Victory Motors,171.74714285714285
3552,Viennas Auto,90.19
3553,Village Auto Sales Limited,111.1035135135135
3554,Village Chrysler,106.29749999999996
3555,Village Motors Limited,98.81
3556,Villeneuve Honda Joliette,105.3
3557,Vin Trade,100.07675675675674
3558,Vinflip Inc,119.95466666666668
3559,Vinko Pesic - Jett Motors,85.7157142857143
3560,Vip Auto Sales,109.2875
3561,Virk Navjot Singh,13.3
3562,Vision Auto Sales Limited,149.52
3563,Vision Automobile,88.52
3564,Vita Motors,111.4609090909091
3565,Vitos Auto Sales,105.5
3566,Vogue Auto Sport Inc,82.61333333333333
3567,Volkswagen Of Newmarket,99.35272727272726
3568,Volvo Cars Halifax,76.875
3569,Volvo Cars Richmond,93.436
3570,Volvo Cars Saint Leonard,91.58
3571,Volvo Of Halifax,84.44
3572,Volvo Of Vancouver,97.8175
3573,Vossen Motorsport Inc,73.505
3574,Vossen Motosport Inc,1.0200000000000031
3575,Vp Auto Brokerage,87.53
3576,Vp Motors,128.36
3577,W R Auto Sales,76.57944444444443
3578,W 520 Holdings Limited - Kamloops Mazda,113.57
3579,W C Dill Company Inc,91.27
3580,Waberi Auto Service Inc,92.67
3581,Wagner Auto Sales - Corey D Wagner,170.82500000000002
3582,Wagon Royale,245.56
3583,Walid Khacho Oa Auto Oui,84.32000000000002
3584,Wallace Automobiles,85.9748484848485
3585,Walser Preowned Sales Llc,95.31416666666668
3586,Walter Remarketing Inc,89.31466666666665
3587,Waltoo Sales And Buy Used Cars Inc,84.4675
3588,Walts Wheels Inc,-100.0
3589,Warren Auto Brokers Limited,104.655
3590,Warren Cahill Auto Sales,47.38
3591,Washington Auto Repair Llc,229.58000000000004
3592,Waterloo Nissan,87.43714285714285
3593,Watford Ford Lincoln Inc,83.18
3594,Watkin Motors,105.37
3595,Watts Leasing Inc,123.19
3596,Waverley Chrysler Dodge Jeep Limited,93.616
3597,Waverley Mistubishi - Waverley West Motor Cars,91.31
3598,Wayne Pitman Ford Lincoln Inc,77.24499999999999
3599,Waynes Auto Sales Limited,97.105
3600,Waynes Auto World,113.5554054054054
3601,We Sell Autos,149.08538461538458
3602,Weins Auto Group,95.1318181818182
3603,Weins Auto Group - Weins Canada Inc,100.905
3604,Welland Honda,114.594
3605,Wellington Chrysler,104.03545454545456
3606,West Auto Sales Limited - Kia West,125.93
3607,West Bc Autoagents,123.32142857142858
3608,West Coast Auto Centre Limited,111.47
3609,West Coast Car Rental Inc,89.0
3610,West Coast Motor Sales Leasing Corp,99.44333333333334
3611,West Coast Motor Sales And Leasing Corp,100.43823529411765
3612,West Coast Nissan,110.08333333333331
3613,West Coast Nissan Limited,94.19
3614,West Coast Toyota,104.12333333333332
3615,West Edmonton Volkswagen,101.25923076923078
3616,West Gate Leasing,120.38692307692308
3617,West Perimeter Auto Centre,101.78
3618,West Side Acura,103.566
3619,West Star Motors Limited,102.92222222222222
3620,Westcoast Motors Llc,111.9
3621,Western Auto Sales,90.15500000000002
3622,Western Auto Sales Inc,117.74333333333334
3623,Western Recreational Products,87.33
3624,Westlake Motor Cars Inc,106.67
3625,Westland Auto Sales Limited,112.72
3626,Westlock Ford 2016 Limited,101.28470588235297
3627,Weston Auto Sales Services,269.84444444444443
3628,Weston Enterprises Limited,73.13399999999999
3629,Westown Auto,56.42
3630,Westside Sales Limited,128.174375
3631,Westview Auto Broker,77.595
3632,Westview Auto Brokers,107.8122222222222
3633,Westwind Honda,112.03382352941176
3634,Westwood Honda,107.58777777777776
3635,What Key Auto Sales Limited,97.72
3636,Wheat City Sales,71.87666666666667
3637,Wheat Country Motors,112.15999999999998
3638,Wheaton Auto Sales Limited,76.04
3639,Wheel Truck Sales Inc,110.9025
3640,Wheel Worth Automotive Limited,76.2225
3641,Wheels Deals,155.99333333333334
3642,Wheels And Deals,104.64888888888888
3643,Wheels And Deals Limited,58.14
3644,Wheels Auto Group,71.86111111111111
3645,Wheels West Inc - Ca,98.485
3646,Wheels Worth Automotive Limited,29.371515151515155
3647,Whitby Oshawa Honda,113.03274074074072
3648,Whitby Toyota,112.81333333333332
3649,Whitby Toyota Company,102.7
3650,White Brothers,71.66
3651,White Elephant Holdings Limited,56.32375
3652,White Rock Honda,115.89285714285714
3653,Whiteoak Ford Lincoln Sales Inc,108.83319999999998
3654,Wide Road Auto Sales Limited,69.55600000000001
3655,Wiebes Wheels Inc,173.36
3656,William Imison,112.62
3657,Williams Auto Sales 2013,93.38125
3658,Willowbrook Motors Limited,115.27064516129032
3659,Willowdale Motor Cars,97.87
3660,Wills Chevrolet Buick Gmc,106.933
3661,Wills Chevrolet Buick Gmc Limited,112.835
3662,Willsim Auto,185.725
3663,Wiltech Automotive,100.185
3664,Win Auto Group,103.38
3665,Win City Motors Inc,142.77666666666667
3666,Windmill Auto Sales Detailing Limited,95.38
3667,Windsor Hyundai,105.03
3668,Windsor Pre Owned Auto Sales Inc,89.46
3669,Winn Tire Limited,96.34428571428572
3670,Winnipeg West Automotive Group,131.13466666666665
3671,Wk Auto Groupe,109.48
3672,Wm Ceci Cars Inc,131.24444444444444
3673,Wood Wheaton Chevrolet Cadillac Buick Gmc Limited,100.975
3674,Woodbine Chrysler Limited,104.95200000000004
3675,Woodbine Toyota,113.76428571428572
3676,Woodbridge Toyota,88.804
3677,Woodland Toyota,91.83
3678,Woods Auto Sales Limited,93.60266666666666
3679,Woodstock Nb Toyota,81.04666666666667
3680,World Class Auto,110.19303030303033
3681,World Fine Cars,101.0
3682,Worldwide Atlas Motors Limited,157.6855
3683,Wow Cars Inc,137.3415909090909
3684,Wrand Financial Services Limited,327.43
3685,X Auto,169.5675
3686,Xian Auto Inc,102.0
3687,Xportautoscom,89.14944444444444
3688,Xpress Auto Sales,66.61866666666667
3689,Xtreme Auto And Truck Sales Limited,121.40214285714286
3690,Xtreme Cars Inc,131.39645161290323
3691,Xtreme Motors Limited,78.1825
3692,Yaaas Automotive Inc,106.268
3693,Yam Global Auto Sales,167.49166666666665
3694,Yannis Autos,92.92959183673467
3695,Yara Fine Cars,98.02
3696,Yarmouth Nissan,101.585
3697,Ybd Auto Sales,500.0
3698,Yc Automobile,85.70884615384615
3699,Yellowhead Auto Sales And Service Inc,95.2
3700,Yiza Motors Limited,104.33333333333331
3701,Yongeside Motors,-100.0
3702,Yore Choice Auto Hub Inc,125.478
3703,Yore Choice Auto Hub Incorporated,177.16
3704,Yorkdale Mazda,91.97
3705,Yorkdale Toyota,102.8529411764706
3706,Yorkdale Volkswagen,98.73
3707,Yorktown Motors,99.21999999999998
3708,Yosh Shmenge Remarketing,101.14983146067416
3709,You Drive Motors,97.87166666666668
3710,Your Car Toronto Inc,103.65425287356324
3711,Your Gta Car Dealer,79.845
3712,Your Gta Wholesale Car Dealer Limited,132.8095
3713,Your Way Auto,107.46694444444444
3714,Your Way Auto Halifax,100.08875
3715,Yqr Truck Equipment Sales Inc,34.556
3716,Ysm Auto Inc,128.56500000000003
3717,Yst Auto Sales,98.744
3718,Yuppie Wheels,-100.0
3719,Yves G Blouin Auto Inc,85.57333333333335
3720,Yvr Used Car Gallery Limited,108.14
3721,Yxe Wholesale,143.185
3722,Za Auto Sales,53.96142857142858
3723,Zaad Auto,91.97
3724,Zabian Fine Cars,90.43
3725,Zacks Auto Sales,106.35
3726,Zacks Auto Sales Limited,91.21
3727,Zaffs Motors Limited,115.12333333333332
3728,Zagros Auto Sales Limited,132.62833333333336
3729,Zaki Auto,121.9
3730,Zaki Auto Enterprises Inc,192.382
3731,Zarin Auto Limited,100.92
3732,Zb Auto Inc,81.23571428571428
3733,Zed Auto Inc,127.7803448275862
3734,Zeddys Auto Sales,123.845
3735,Zeddys Auto Service Inc,179.89499999999998
3736,Zee Auto Repair Sales Inc,500.0
3737,Zee Wholesale Cars Incorporated,41.97666666666667
3738,Zens Auto Sales Inc,124.84
3739,Zig Zag Auto Center,144.665
3740,Zimm Automotive Services,65.25
3741,Zka Auto Sales And Repair Corporation,38.88666666666667
3742,Zoomer Auto,141.98272727272726
3743,Zorzos Auto Sales Limited,125.3253846153846
3744,Zrek Trading Inc,69.375
3745,Zs Auto Centre Inc,87.26333333333332
