,Buyer,Average Purchase Price
1284,Christin Automobile Inc,97.06
1285,Chrlz Club Auto,99.23
1286,Chrysler Riviere Du Loupgarage Windsor Ltee,99.02
1287,City Auto And Recreation Inc,78.2
1288,City Automotive Sales Leasing,108.74
1289,City Centre Auto Sales Limited,85.1
1290,City Ford Sales Limited,98.51142857142855
1291,City Plymouth Chrysler Medicine Hat Limited,96.105
1292,Cj Auto,262.01
1293,Cj Morris Investments - Sudbury Hyundai,158.28857142857143
1294,Clairmount Auto,100.3625
1295,Clark Chevrolet Buick Gmc,113.56
1296,Classe Auto,81.235
1297,Classic Car Sales,87.55
1298,Clean And Shine Auto Sales,90.51375
1299,Clearcar,114.019375
1300,Cliche Auto Ford Inc,99.995
1301,Cliche Auto Ford Thetford Inc,95.31
1302,Clio Auto Mall Wholesale Limited,99.23333333333332
1303,Cmh Sales Leasing,96.83
1304,Coast Chrysler Dodge Jeep Ram North Vancouver,99.49416666666666
1305,Coast To Coast Auto Brokers Limited,105.17555555555556
1306,Cobra Auto Sport,142.11
1307,Cochrane Nissan,101.97285714285714
1308,Colbourne Ford Limited,106.244375
1309,Colin Romano,101.04
1310,Coliseum Auto Sales,94.2918181818182
1311,Collection Fine Cars,93.72
1312,Collishaw Auto,92.682
1313,Colmex Auto Sales Limited,83.42666666666668
1314,Colonial Honda,113.1525
1315,Colony Ford Lincoln Sales Inc,100.26095238095238
1316,Colpitts Auto Sales,81.35
1317,Columbia Chrysler,110.62896551724135
1318,Comox Valley Dodge Chrysler Jeep Limited,100.52
1319,Comox Valley Toyota,111.5025
1320,Competition Auto Sales,119.57
1321,Complete Game Motor Company,109.52333333333333
1322,Complexe Auto Plus,106.0811111111111
1323,Concept Auto Sales Repair Llc,146.1903846153846
1324,Concept Collision 1997 Inc,85.64
1325,Concept Kia Dorval Quebec Auto Credit,107.22
1326,Concord Auto Sales Enterprise,77.91
1327,Consumer Motors,110.07333333333334
1328,Corcon Auto Sales,105.2617419354839
1329,Corcon Investments Inc,89.92000000000002
1330,Corey Ford,102.58846153846152
1331,Corridor Auto Sales Limited,-100.0
1332,Corsa Auto Repair Sales Inc,177.5233333333333
1333,Cortes Diaz Heyvar Hiram,108.975
1334,Cosmocar Auto Repair And Sales,88.245
1335,Cost 399 Auto Limited - Best Prices Auto Sales,105.80666666666666
1336,Cost Plus 399 Auto Limited,100.39
1337,Countryside Auto Sales Inc,231.76
1338,Courtage Automobile Du Quebec,143.088
1339,Courtenay Kia,108.61
1340,Courtesy Chrysler Djr,105.19846153846152
1341,Courtier Automobile Supérieur,108.77076923076925
1342,Cracknell Auto And Detail,137.26846153846154
1343,Craig Dunn Chevrolet Buick Gmc,99.28
1344,Craig Dunn Motor City,91.95
1345,Cranbrook Kia,116.32
1346,Creative Drive Auto Sales,112.754
1347,Credicar,107.35
1348,Credit Car Canada,116.26625
1349,Credit Cars Inc - Baywest Mitsubishi,104.58
1350,Creditautosolution,44.164941176470585
1351,Crescent Auto Sales Repair Detailing Inc,500.0
1352,Cristal 2000 Auto Inc,93.42
1353,Cristanomix Corp - My Car,95.43
1354,Crokes Used Auto Limited,102.98
1355,Crosby Volkswagen Inc,112.09
1356,Crossborder Vehicle Sales,100.56625
1357,Crossborder Vehicle Sales Limited,151.44
1358,Crossroads Motors Inc,107.695
1359,Crosstown Chrysler Dodge Jeep Ram,196.8575
1360,Cruise Car Sales,95.53
1361,Csl Ford Sales,98.9
1362,Curran Motors,99.79
1363,Curve Motors,141.85833333333332
1364,D D Home Of Imports,123.355
1365,D 3 Auto Sales,89.36333333333334
1366,D Hatt Car Sales Limited,80.05555555555556
1367,D M Automobiles Inc,107.5085714285714
1368,D R Polley Used Cars,75.14333333333333
1369,D R Polley Used Cars Limited,446.65
1370,D V Exotic Auto Group Inc,76.18
1371,Daamsa Auto Sales Inc,194.265
1372,Dak Enterprises Limited - Totem City Motors,241.575
1373,Dale Wurfel Chrysler,118.52875
1374,Dalziels Auto Body,107.27
1375,Dandurand Automobiles Inc,94.78277777777778
1376,Dangelo Auto Sales,144.61666666666667
1377,Danias Auto Limited,-100.0
1378,Daou Auto,93.415
1379,Darryls Best Buys Auto Sales Limited,105.01
1380,Dartmouth Chrysler Jeep Dodge,97.95157894736845
1381,Dash Auto Sales,111.99299999999998
1382,Dash Auto Sales - Dash Auto Sales Limited,162.11200000000002
1383,Dave Forde Auto Sales Limited,84.55000000000001
1384,Dave Geres Auto Sales Limited,105.71
1385,Daves Auto Service,90.44
1386,Davey Auto Sales Limited,112.09142857142857
1387,David Dupuis Auto,88.675
1388,David Krogman Auto Sales,96.78
1389,Daytona Auto Brokers Limited Daytona Auto Sales,201.176
1390,Dbm Auto Sales,172.04
1391,Dc Autocare Inc,103.315
1392,Dc Motor Sales Inc,112.85349999999998
1393,Dcs Power Products Inc,133.84750000000005
1394,Dd Auto,111.6636842105263
1395,De Groote Hill Chevrolet Buick Gmc Limited,103.47142857142858
1396,De Vellis Auto Centre Limited,89.65
1397,Deal N Wheel Motors,84.495
1398,Dealer Automotive Direct,157.885
1399,Dealer Direct Canada Limited,132.774
1400,Dealers Autosource Inc,96.7775
1401,Deals On Wheels,103.58
1402,Deejays Auto Sales And Service,88.68874999999998
1403,Dekkers Auto,74.76666666666667
1404,Delaney Motor Inc,89.798125
1405,Delaney Motors Inc,97.64121951219512
1406,Delight Auto Group,71.66333333333334
1407,Delisle Auto Sales,96.58
1408,Dell Fine Cars,85.32
1409,Delta Auto,103.07
1410,Delta Star Used Cars Inc - Alfa Fine Motors,154.9877142857143
1411,Demeyere Chrysler Dodge Jeep Ram,94.65
1412,Demeyere Chrysler Limited,98.2325
1413,Demi Investments Limited - Ma The Car Store,125.3
1414,Demoda Inc,100.52
1415,Denco Auto Rv Liquidation Centre,111.8975
1416,Dennis Searles Chevrolet Limited,85.54
1417,Deragon Ford,105.02728
1418,Deragon Honda,104.57745454545456
1419,Derek Piccott Auto Sales Limited,160.78916666666666
1420,Dery Automobile Ltee,90.66571428571427
1421,Dery Toyota,84.60749999999999
1422,Desa Auto Inc,97.75574468085104
1423,Desmeules Chrysler,104.357
1424,Devicode Inc - Devicode Automotive,114.34875
1425,Devin Caron Auto Sales,96.80666666666666
1426,Dgi Custom Machine Inc,117.525
1427,Dhaliwal Autos Limited,92.42666666666666
1428,Dhaliwal Jaswinder Singh,47.72
1429,Di Lusso Motor Group Limited,144.55
1430,Dial A Tire Ontario Inc,109.88333333333333
1431,Diamco Auto Inc,108.98
1432,Diamond Auto Detailing Limited,113.175
1433,Diamond Auto Hub,71.36333333333333
1434,Diamond D Auto Sales,83.895
1435,Dilawri Chrysler Dodge Jeep,115.05348214285716
1436,Dilawri Jeep Chrysler,103.23666666666668
1437,Dion Moto Sports,97.16
1438,Dipaolo Motors,143.52
1439,Direct Auto Sales,107.03913978494624
1440,Discount Auto Credit,169.56666666666666
1441,Discount Motor City Limited,245.1433333333333
1442,Distinct Motors Inc,89.54
1443,Dixie Motors Limited,109.545
1444,Dmauto Sales,107.65583333333332
1445,Dnd Auto Sales Limited,107.72571428571428
1446,Dnd Motors,74.15
1447,Dndn Auto Sales,172.535
1448,Do Not Use - 2423893 Ontario Inc - Motorline Auto Group,95.87
1449,Do Not Use - 9414-9374 Quebec Inc,-44.61153846153846
1450,Do Not Use - Dm Auto,111.5212
1451,Do Not Use - First Choice Motors,117.6694262295082
1452,Do Not Use - Foundation North Vancouver Chrysler,103.74208333333335
1453,Do Not Use - Gray Automotive Sales,64.61
1454,Do Not Use - Penticton Kia,123.565
1455,Do Not Use - Rtm Auto Group Limited,130.41
1456,Do Not Use - Signature Auto,88.29
1457,Do Not Use - Stratford Nissan,90.05
1458,Do Sanford Garage Limited,83.64
1459,Dodge City Motors,75.39
1460,Dominion Motors Thunder Bay-1984 Limited,87.38666666666666
1461,Don Docksteader Motors Subaru,103.84642857142858
1462,Donnelly Ford,110.28637931034484
1463,Dons Adopt A Car Inc,82.80694444444445
1464,Donway Ford,121.83526315789476
1465,Donway Ford Inc,91.02058823529411
1466,Dora Auto Sale,145.3575
1467,Dorjee Kyi,73.71
1468,Double M Deals,101.13
1469,Douglas Ford Lincoln Sales Limited,214.255
1470,Doval Automotive,92.99
1471,Downey Ford Sales Limited,87.72000000000001
1472,Downey Ford St Stephen,89.935
1473,Downey Motors,126.25235294117648
1474,Downsview Auto,168.5171523178808
1475,Downsview Auto Limited,43.06
1476,Downsview Place Auto Group Inc,93.15
1477,Downtown Motor Products,95.945
1478,Dream Cars Automotive Dealership Inc,139.88000000000002
1479,Dreamoe Motors Inc,82.125
1480,Drewham Holdings Inc - Munro Motors,100.06777777777778
1481,Drews Auto Sales Limited,112.1842857142857
1482,Drive Machines,226.44
1483,Drive Motorsports Limited,129.63
1484,Drive Today Cars Inc,178.93
1485,Drive True Auto,59.47833333333333
1486,Driven Auto Sales Limited,-30.67
1487,Driven Cars Canada,79.73166666666667
1488,Driven Motorsports - Ch Holdings Limited,105.59428571428572
1489,Driverz Auto Sales Limited,87.45833333333333
1490,Drivetime Fine Cars Inc,84.38499999999999
1491,Driving Force - Mississauga,82.11
1492,Driving Time Auto,66.77
1493,Drummondville Ford,85.96
1494,Dryden Chevrolet Buick Gmc Limited,87.435
1495,Ds Autos Occasion,290.264
1496,Dubois Fine Cars Inc - Dubois Mazda,93.88333333333333
1497,Duclos Longueuil Chrysler,116.22357142857145
1498,Duclos Valleyfield Chrysler,111.70916666666666
1499,Dueck Downtown,94.1625
1500,Dun Wurkin Enterprises Inc,94.78333333333332
1501,Duncan Dodge,118.02833333333336
1502,Dundas Automotive Sales,92.49
1503,Dunn Chrysler Dodge Jeep Ram,118.06333333333332
1504,Dunn Family Auto Centre Limited,89.85749999999999
1505,Dupont Auto Centre Inc,98.77333333333333
1506,Dupont Ford Ltee,102.72
1507,Durham Kia,73.37
1508,Durnin Motors,85.18
1509,Dusty Rose Holdings,128.48
1510,Dv8 Auto Sales Limited,135.485
1511,Dvor Inc,107.45666666666666
1512,Dwk Auto Sales Inc,157.58
1513,Dylex Auto Inc,114.47
1514,Dynamic Auto Ranch,65.19
1515,Dynamic Motors Inc,97.04384615384612
1516,Dynamic Motors Limited,79.81
1517,Dynastie Automobile Ltee,122.72
1518,Dynasty Auto Selection,85.526
1519,Dynasty Auto Selection Inc,110.27
1520,Eagle One Services Limited,31.2725
1521,Eagle Ridge Chevrolet Buick Gmc Limited,93.77
1522,East Coast Financial Inc,69.95
1523,East Coast Financing,98.37709677419356
1524,East Court Metro Ford Lincoln Sales Limited,90.00666666666666
1525,East Side Truck And Auto,114.1117142857143
1526,Eastern Chrysler Dodge Jeep Ram,99.585
1527,Eastgate Ford Sales Service 82 Company,82.924
1528,Eastside Auto Repairs Goderich Inc,-100.0
1529,Eastside Gm Markham,95.58
1530,Eastway Auto Service St Catharines Limited,172.72
1531,Easy Term Auto Group 2019 Limited,96.958
1532,Easybuy Auto Inc,50.6575
1533,Eazy Auto Sales,84.82
1534,Echo Valley Motor Products Limited,152.03333333333333
1535,Eckert Auto Sales Inc,85.1675
1536,Eco Auto Inc,79.38
1537,Eco Auto Inc - Regina,96.24
1538,Eco Cars,82.31
1539,Eco-Motors Auto Sales Limited,136.21
1540,Ed Learn Ford,107.166
1541,Ed Wilson Auto Sales,98.04
1542,Eddies Autowa Inc,147.09882352941176
1543,Edm Right Ride Lp,121.32
1544,Edmonton Auto Zone Limited,98.87625
1545,Edmonton Euro,61.603636363636376
1546,Edmonton Euro Domestic Auto Services Inc,156.5
1547,Edward H Wilson - Wilsons Auto Sales,99.55333333333331
1548,Eec Motors,94.17
1549,Eknoor Auto Sales Inc,128.82692307692307
1550,El-Sherif Nabil Rafik - Nm Auto Sales,69.6775
1551,Elegant Auto Sales Inc,100.215
1552,Elgin Auto,79.48
1553,Eli Motors Inc,99.24
1554,Elias Auto Sales Limited,114.4
1555,Elite Auto,96.01
1556,Elite Auto Group - Usa,107.8586220472441
1557,Elite Auto Sales Llc,103.75891304347826
1558,Elite Auto Trends,183.89
1559,Elite Auto Wholesalers,104.41
1560,Elite B Lp - Elite Bmw,90.94
1561,Elite Luxury Motors Inc,100.50894736842103
1562,Elite Motors Inc,141.11272727272728
1563,Elite Zion Auto Solutions Limited,118.14
1564,Ellati Auto Sales Inc,314.33
1565,Eloquent Automotive Group Limited,205.38
1566,Em Auto Sales And Repairs,118.4922222222222
1567,Embrun Ford,102.34083333333336
1568,Emerald Holdings Inc,132.7257142857143
1569,Eminence Auto Works Limited,101.41142857142856
1570,Empire Auto London,87.41125000000001
1571,Empire Equipment Limited,84.01
1572,Emron Redline Auto Inc,121.51666666666668
1573,Enthusiast Auto Sales Inc,111.8075
1574,Entire Auto,161.66
1575,Entrepot Durocher,102.92499999999998
1576,Entreprise Brothers,79.57499999999999
1577,Entreprise Novis Inc,122.715
1578,Entreprises Dp Guevremont Sa,99.26
1579,Entretien Mecanique 771 Inc,88.86
1580,Envision Auto Limited,93.54
1581,Envy Auto Connect Inc,123.98600000000002
1582,Epic Auto Sales Limited,105.76
1583,Epiq Auto Inc,94.08464285714284
1584,Equipment Kings Limited,56.27
1585,Era Classic,80.94372580645161
1586,Era Classic Auto Sales Limited,137.39166666666668
1587,Erinwood Ford Sales Inc,103.57736842105264
1588,Esc Automotive,89.85
1589,Esplanade Autos,44.895
1590,Etobicoke Fine Cars,256.754
1591,Etobicoke Motors Inc,84.815
1592,Euro Line Auto Repair,103.13
1593,Euro Line Auto Repair Inc,121.29599999999998
1594,Euro Motor Tech Limited,74.67
1595,European Auto Gallery Llc,142.8582142857143
1596,European Specialty Automotive,116.355
1597,Ev Auto,88.435
1598,Ev Elite Auto Sales,100.68716346153846
1599,Evelys Used Cars,130.44
1600,Evergreen Ford Lincoln,117.33
1601,Every Day Auto Sales Limited,157.05599999999998
1602,Ex Auto,77.11823529411765
1603,Excel Auto Sales - Saad Kafeel,148.145
1604,Excell Auto Center,108.06681818181818
1605,Excella Automotive Inc,75.66499999999999
1606,Executive Auto - Calgary,134.13818181818183
1607,Executive Auto Sales And Leasing,82.96
1608,Exeter Chrysler Dodge Jeep Ram Limited,96.05
1609,Expert Motors - London,29.44
1610,Explorer Van Canada,103.72446428571428
1611,Expressway Motors Limited,97.491
1612,Ez Motors,99.06975
1613,Ez Motors Limited,111.81333333333332
1614,F Y Auto Inc,90.516
1615,Fagan Family Automotive,91.92666666666666
1616,Fair Auto Gp Limited Brentwood Motors,3.4200000000000017
1617,Fairley Stevens Ford,105.14043859649124
1618,Fairview Chrysler,96.76
1619,Fairview Chrysler Dodge Limited,108.2575
1620,Fairview Plymouth Chrysler Limited,98.61
1621,Falcon Auto Trader Inc,22.45
1622,Family Auto Inc,93.99
1623,Family Motors,76.18
1624,Famous Motors Canada Inc,365.14
1625,Faraz Auto Sales Limited,136.51000000000002
1626,Faraz Motors,101.3136
1627,Farco Motors,83.04333333333334
1628,Farhat Brothers Auto Sales Limited,222.51
1629,Fast Furious Motors,112.96
1630,Fast And Furious Motors,86.08
1631,Favorit Motors,119.85714285714285
1632,Fbm Auto Sales Inc,107.13
1633,Fbn Auto,91.83400000000002
1634,Fearless Auto Sales,77.08066666666667
1635,Fearless Autos Sales,129.34
1636,Feniks Auto,91.32375
1637,Fenmar Auto Sales,60.73
1638,Ffun North Battleford Limited,107.81714285714288
1639,Fibbe Autoworld Limited,-100.0
1640,Fiesta Motors,43.12
1641,Fiesta Motors Inc,71.576
1642,Fifth Avenue Volkswagen,94.93
1643,Fil-Can Automotive Repair Maintenance Limited,194.79777777777775
1644,Finch Chrysler Dodge Jeep Ram Limited,97.77399999999996
1645,Finch Ford Lincoln Limited,114.37
1646,Findlay Creek Auto Garage,107.015
1647,Fine Auto Zone,151.41714285714286
1648,Fine Auto Zone Corp,77.94
1649,Fine Cars Autohaus Inc,84.974
1650,Fine Ride Auto Sales Limited,108.088
1651,Finelines Auto Sales Leasing,98.955
1652,Finishline Motor Club Limited,500.0
1653,Fire Automotive Group Limited,11.07
1654,First Car - First Car Inc,111.39
1655,First Choice Auto Sales,96.06
1656,First Class Auto Export Inc,116.82
1657,First Class Wholesalers Inc,85.52055555555556
1658,First Gear Motors,59.035
1659,First Line Motors,110.54
1660,First Motors,85.52827586206897
1661,Firstgear Motorcar Inc,110.28
1662,Fish Creek Nissan,87.52060606060606
1663,Fitzgerald Motors Car Cleaning Centre Inc,129.70749999999998
1664,Fitzgerald Motors Inc,99.7529411764706
1665,Five Star Auto,111.925
1666,Flair Motors,144.62459459459458
1667,Fleet Master Sales Inc,105.01
1668,Fleury Auto Group,102.05333333333331
1669,Fleuryautogroupecom Inc,85.13
1670,Flip Auto Sales,92.81888888888888
1671,Flyup Sky Auto,172.93
1672,Fm Auto Limited,92.67
1673,Folkom Auto International Inc,186.47333333333333
1674,Forbes Waterloo Mazda,220.4033333333333
1675,Ford Appalaches Inc,101.05
1676,Ford Dupont Dupont,99.93222222222222
1677,Ford Speedway,104.86555555555556
1678,Forest City Mazda,106.255
1679,Formula A1 Inc,94.88
1680,Formulauto Ca Inc,186.0644444444445
1681,Fort Corral Auto Sales Limited,100.708
1682,Fort Richmond Motors,118.11
1683,Fort Rouge Auto Centre Inc,135.05
1684,Fortier Auto Montreal Ltee,101.08
1685,Fortier Ford,89.3
1686,Forward Auto Sales,244.34
1687,Forza Motors Inc,198.4233333333333
1688,Four Square Motors,76.36
1689,Four Ways Inc,122.96
1690,Fox Auto Credit,155.02
1691,Foxa Auto,117.91866666666668
1692,Frank Gies Auto Sales Leasing,132.47583333333338
1693,Fraser Sons Holdings Limited,55.66
1694,Fred Just Motors,209.284
1695,Fredericton Mitsubishi,84.31
1696,Frenchs Automotive Repair Limited,76.14
1697,Freshwater Auto Center,78.315
1698,Frontier Motors Inc,161.07857142857142
1699,Frontline Enterprises Inc,106.00594594594595
1700,Frontline Motors Inc,98.375
1701,Fs Auto Corporation,95.53
1702,Fuel Motorsports Limited,92.18625
1703,Full Tank Auto Sales,116.315
1704,Funks Toyota Limited,91.02866666666668
1705,Fusion Motors Limited,78.21249999999999
1706,Future Autobody Limited,219.59
1707,Future Automotive Group Inc - Future Auto Sales,89.15
1708,Fx Automotive,500.0
1709,G And M Auto Sales And Service Inc,104.21
1710,G M Autohandel Inc,120.84
1711,G Motors,164.1
1712,G S D Autos Inc,126.92
1713,G Star Auto Sales Limited,-100.0
1714,G T A Automobiles,95.70666666666666
1715,G T Automotive,38.73
1716,G W Motors 1993 Inc,115.82
1717,G-Light Truck And Auto Inc,129.95444444444445
1718,G2G Automobile,87.67250000000001
1719,Gabriels Auto Sales,142.59666666666664
1720,Galaxy Motors 1990 Limited,116.6145341614907
1721,Galaxy Motors Limited Victoria,103.6425
1722,Galeries Dautos Montreal,304.0933333333333
1723,Galleria Motors,102.2204761904762
1724,Gamex Inc,99.82
1725,Gamma Auto,-100.0
1726,Ganada Limited - Deals On Wheels,82.45464285714286
1727,Garage Blainville Inc,106.25333333333332
1728,Garage Clement Fournier Inc,89.37222222222222
1729,Garage D Geranio Inc,90.43
1730,Garage Denis Gelinas Et Fils,129.26
1731,Garage Jean St Hilaire,98.515
1732,Garage Montplaisir Ltee,90.3375
1733,Garage R Houle,174.12565217391304
1734,Garage Royal Auto,128.74
1735,Garage Slik Performance,82.29
1736,Gary Moe Lethbridge Chrysler Dodge Jeep Ram,103.86799999999998
1737,Gary Moe Mazda Lethbridge,93.395
1738,Gary W Amadeo - Trak Lease Sales,92.59166666666664
1739,Gasnco,99.91076923076926
1740,Gastons Auto Sales,86.68777777777778
1741,Gateway Chevrolet Buick Gmc,114.57333333333334
1742,Gateway Leasing,99.735
1743,Gateway Leasing - East,101.42601398601398
1744,Gateway Toyota,93.105
1745,Gauthier Chrysler Dodge Jeep,92.34222222222223
1746,Gbk Automotive Group,97.26857142857143
1747,Gear One Auto Trading Inc,129.815
1748,Gear Six Automotive Inc,90.60142857142856
1749,Gear-Head Motors Limited,213.9
1750,Gebhardt Autosales,101.22
1751,Genes Auto Sales,159.245
1752,Genesis Brampton,72.24
1753,Genesis Langley,108.91542857142858
1754,Genesis West Ottawa,109.15
1755,Genuine Truck And Car Sales Inc,88.88
1756,George Gee Automotive,99.705
1757,Georgetown Toyota,106.07
1758,German Fine Cars,111.57
1759,German Star Motors,100.1027922077922
1760,German Stars Motor Inc,89.51739130434785
1761,Gervais Auto Inc,108.425
1762,Gestion Automobile Plus Inc,109.42333333333332
1763,Gestion Impact Performance Inc,75.07
1764,Gestion Kasano Inc,111.23000000000002
1765,Gestion Lac 2000 Inc,94.3785294117647
1766,Gestion Mm,110.43588235294116
1767,Gestion Mm Inc,93.87
1768,Gestion Simon-Car Inc - Garage Go-20 Enr,84.96
1769,Get Auto Finance Inc,121.38
1770,Gevorgiangroup,12.765
1771,Gevorgiangroup Inc,83.82666666666667
1772,Gg Cars,112.9
1773,Ghandour Auto Sales Inc,98.71666666666664
1774,Ghebari Holdings Limited,85.53
1775,Gian Auto Sales Limited,85.32
1776,Gilles Gauthier Oa Auto Gilles Gauthier,105.2975
1777,Gillespie Auto Centre,89.03
1778,Giraldeau Inter-Auto Inc,100.69285714285716
1779,Gladiator Motors Limited,126.325
1780,Glassford Chrysler,104.2275
1781,Glen Munros Auto Sales Inc,90.1362162162162
1782,Glennmar Enterprises Inc - Carboyz Auto Sales,89.47
1783,Glenoak Ford Sales,90.2
1784,Glidden Auto Sales Limited,89.17
1785,Global Auto Brokers Limited,171.36999999999998
1786,Global Auto Service Inc,85.35499999999999
1787,Global Motors,119.72
1788,Global Motors Inc,103.74
1789,Globec Autos Inc,98.2
1790,Glorious Auto Sales Inc,180.67
1791,Gm Auto Sales Service Inc,103.18916666666668
1792,Gm Loughlin Inc - Loughlin Motors,84.36
1793,Gmm Auto Sales Limited,117.59
1794,Gmt Autos,72.7
1795,Go Auto Wholesale Ab,104.19167330677293
1796,Go Auto Wholesale Bc,103.13727272727272
1797,Go Pro Auto,141.54000000000002
1798,Go2 Auto,94.3
1799,Goelectric,93.42
1800,Goelectric Vehicle Corporation,74.29
1801,Gold Coast Motors,117.99
1802,Golden Auto Sales,94.89263157894736
1803,Goldline Mobility Conversions,85.47999999999998
1804,Goldline Motors Inc,81.69142857142857
1805,Goldstar Motors,97.18333333333334
1806,Good Choice Auto Centre Inc,105.59666666666668
1807,Good Deal Motors Limited,96.722
1808,Good Fellows Auto Wholesaler,80.78
1809,Good Guys Auto Sales,500.0
1810,Good Used Cars,122.84
1811,Goodmark Auto Sales,175.5909523809524
1812,Goodwills Used Cars,89.47705882352942
1813,Gorrud Limited,105.51031914893618
1814,Gorruds Auto Group,95.19384615384617
1815,Gp Auto Sales Limited,96.32939393939397
1816,Grace Motors,103.37285714285714
1817,Gracious Auto Inc,35.94
1818,Gran Turismo Auto Group,185.974
1819,Granby Chrysler Inc,93.06999999999998
1820,Grand Auto Group Inc,163.51333333333335
1821,Grand Falls Hyundai,104.93000000000002
1822,Grande Prairie Chrysler Dodge Jeep Ram,102.82
1823,Grande Prairie Hyundai - Gp Motors Lp,111.55821428571429
1824,Grant L Callan,92.42
1825,Grant Street Garage,161.21363636363634
1826,Gravel Decarie,69.14
1827,Gray Automotive Group,71.52499999999999
1828,Great 1 Motors Inc,115.29666666666668
1829,Great Deals On Wheels,91.468
1830,Greatway Motors Limited,500.0
1831,Green Bridge Auto,60.63571428571429
1832,Green Oasis Services North Inc,94.98
1833,Green Tag Auto,123.02890909090908
1834,Greenwood Auto Sales Inc,102.4103448275862
1835,Greg Hannah Holdings Limited,117.94
1836,Gregory K Son Sales And Service Inc,85.98333333333335
1837,Grenier Chevrolet,110.67913043478262
1838,Grenier Chevrolet Buick Gmc Inc,104.15333333333336
1839,Grewal Auto Sales Service Inc,64.87
1840,Grimsby Chrysler Dodge Jeep Limited,82.39
1841,Grimsby Hyundai,80.75
1842,Groh Motors Limited,238.07
1843,Groupe Auto Fb,63.090763358778624
1844,Groupe Auto Flex Inc,104.618
1845,Groupe Auto Red,214.082
1846,Groupe Automobiles Hm,149.47
1847,Groupe Autosam,74.67750000000001
1848,Groupe Mb,98.375
1849,Groupe Moza Auto,132.28964285714284
1850,Groupe Wholesale Inc,105.55
1851,Groupemontanaauto,99.1425
1852,Groupes Dn,154.435
1853,Gs Scott Holdings Inc,176.375
1854,Gt Auto Parts Scrap Contracting Limited,126.77
1855,Gt Nation,78.54
1856,Gta Auto Mart Inc,78.38
1857,Gta Autopower Inc,74.455
1858,Gta Motors Inc,108.60130434782609
1859,Gtr Auto Group Inc,88.35
1860,Gtr Auto Sales Inc,63.74
1861,Gts Auto,122.37414634146342
1862,Guaranteed Auction Price,62.708000000000006
1863,Guelph City Mazda,70.44
1864,Guelph Kia,89.5
1865,Guelph Kia - Glph K Auto Lp,104.80255813953488
1866,Gulf Motors,105.97666666666667
1867,Gundhu Auto Sales Limited,206.895
1868,Gurtons Garage,113.472
1869,Guy Thibault Chevrolet Buick Gmc Cadillac Ltee,100.71
1870,Gwb Auto Sales Limited,111.11666666666666
1871,H Me Fine Cars,90.98
1872,H And A Trading,56.62639344262294
1873,H Gregoire Abitibi Mitsubishi,107.77
1874,H Gregoire Centre Du Quebec,92.17214285714284
1875,H Gregoire Infiniti Laval,106.58
1876,H Gregoire Nissan Blainville,95.71714285714286
1877,H2H Auto Group Limited,90.58
1878,Ha Used Cars,132.39
1879,Hadeed Amjad,129.16
1880,Hadia Fine Cars,96.07333333333332
1881,Haida Gwaii Auto Inc,92.48
1882,Hak Automotive Inc,85.764
1883,Hakin Used Car Sales Limited,101.96
1884,Haldimand Motors Limited,88.70444444444443
1885,Halifax Chrysler Dodge,95.63133333333334
1886,Halifax Chrysler Dodge Limited,109.82021739130438
1887,Halton Motors Inc,69.44
1888,Hamel Bmw,93.08
1889,Hamilton Chevrolet Buick Gmc Ltee,125.09
1890,Hamilton Volkswagen,98.42
1891,Hamza Lazrak,41.93
1892,Hanover Chrysler Dodge Jeep,87.69000000000001
1893,Happy Fine Cars Inc,500.0
1894,Harbourview Autohaus Limited,97.66
1895,Hare Motors Limited,82.93
1896,Harmony Auto Sales Limited - Harmony Honda,126.19302752293576
1897,Harmony Motors Inc - Harmony Hyundai,112.22714285714284
1898,Harmony Premium Motors Limited - Harmony Acura,129.76842105263157
1899,Harris Victoria Chrysler Dodge Jeep Ram Limited,116.0464935064935
1900,Harte Auto Sales,178.47
1901,Hasan Alahmed,103.45
1902,Hashim Auto,106.87
1903,Hatheway Ford Tracadie,117.75
1904,Haus Of Cars,142.18666666666667
1905,Hawkesbury Chevrolet Cadillac Buick Gmc Inc,117.73
1906,Hawkesbury Mazda,116.35857142857142
1907,Hayden Agencies Limited,91.9775
1908,Hellas Auto Service,47.25
1909,Hendriksmeets Inc,84.75
1910,Hertz Canada,116.0760606060606
1911,Heuvelmans Chevrolet,111.36666666666666
1912,Hh Advanced Auto Limited,73.87
1913,High Line Motor Car Inc,82.175
1914,High Point Auto Centre,73.994
1915,High Quality Auto Wholesalers Inc,132.8875
1916,High Quality Wholesalers Inc,155.16
1917,High River Toyota,77.524
1918,Highline Motors Limited,123.4725
1919,Highpoint Pre-Owned Autos Inc,99.64
1920,Hildebrand Motors Limited - Chevrolet,98.43
1921,Hillcrest Service Limited,85.41
1922,Hilltop Toyota,46.09
1923,Hinton Chrysler,101.7176288659794
1924,Hinton Dodge Jeep,87.1430094043887
1925,Hiru Auto Sales And Service Inc,141.17499999999998
1926,His Auto Sales,72.815
1927,Hj Pfaff Audi Newmarket,113.8
1928,Hk Expert Auto,86.81
1929,Hm Auto,74.28
1930,Hma Auto Sales Inc,104.6776923076923
1931,Holding Triple J Inc,180.88909090909087
1932,Holiday Ford Lincoln Limited,78.11
1933,Hollis Ford Inc,91.16
1934,Homefield Ford,113.62
